epoch,beta,lr,train_total_loss,train_recon_loss,train_mse_loss,train_ce_loss,train_kl_loss,train_contrast_loss,train_separation_loss,train_acc,train_proto_dist,train_intra_var_class_0,train_intra_var_class_1,train_intra_var_total,train_intra_var_weighted,val_total_loss,val_recon_loss,val_mse_loss,val_ce_loss,val_kl_loss,val_contrast_loss,val_separation_loss,val_acc,val_proto_dist,val_intra_var_class_0,val_intra_var_class_1,val_intra_var_total,val_intra_var_weighted
54,0.01,0.003,2.08444986689405,0.019365494480077978,0.019365494480077978,0.0,0.061105490653648974,6.881577226145403,0.0,0.0,6.4894614232112335,18.24858627229719,10.642196742152148,14.445391507224668,18.212397021495526,6.69730204064399,0.008912299759685993,0.008912299759685993,0.0,0.0734848603606224,6.614904880523682,0.0,0.0,6.502129077911377,18.857690811157227,9.485016822814941,14.171353816986084,18.794276237487793
55,0.01,0.003,2.082506143215959,0.01716309428726513,0.01716309428726513,0.0,0.06547465496284474,6.882294001886721,0.0,0.0,6.539625434332807,18.92708363056307,10.167665413856755,14.547374522209914,18.885204775219517,6.699314991943538,0.01454984676092863,0.01454984676092863,0.0,0.06988362967967987,6.61488151550293,0.0,0.0,6.573108196258545,19.288742065429688,10.222028732299805,14.755385398864746,19.227397590915952
56,0.01,0.003,2.0801847978037786,0.014903796044222309,0.014903796044222309,0.0,0.06066775868355808,6.882247640893031,0.0,0.0,6.584443892053511,18.901031290012998,10.067412682595249,14.484221986304124,18.859150968933506,6.698753580451012,0.025238532572984695,0.025238532572984695,0.0,0.05913468822836876,6.614380359649658,0.0,0.0,6.595726490020752,19.073169708251953,10.610713958740234,14.841941833496094,19.015913580041456
57,0.01,0.003,2.0833084193697426,0.018102951762073192,0.018102951762073192,0.0,0.0526184430790769,6.882263848253219,0.0,0.0,6.629710549071015,19.21779781979825,11.101674823093838,15.159736321446044,19.178972049345706,6.684177395887673,0.011441835202276707,0.011441835202276707,0.0,0.05676399543881416,6.615971565246582,0.0,0.0,6.671457767486572,20.05919647216797,10.425046920776367,15.242121696472168,19.994012781021883
58,0.01,0.003,2.0775177178199904,0.0123646855629014,0.0123646855629014,0.0,0.05316200493187047,6.882071230934918,0.0,0.0,6.687338719757566,19.12534452810265,10.923042035482473,15.024193281792561,19.086761534354046,6.68561758287251,0.00954517163336277,0.00954517163336277,0.0,0.06107073277235031,6.615001678466797,0.0,0.0,6.697286605834961,19.667705535888672,10.950660705566406,15.309183120727539,19.608726883450764
59,0.01,0.003,2.074059749016778,0.008682993638855037,0.008682993638855037,0.0,0.05425734794060514,6.8827803144253314,0.0,0.0,6.715212007565898,19.65874687569224,11.182360541941883,15.420553708817062,19.618028731110886,6.679424345493317,0.012081936001777649,0.012081936001777649,0.0,0.053599581122398376,6.613742828369141,0.0,0.0,6.721540927886963,19.13420867919922,12.47881031036377,15.806509494781494,19.08917892027611
60,0.01,0.003,2.0778805956271698,0.012820966190242077,0.012820966190242077,0.0,0.04868361655806506,6.881908945239452,0.0,0.0,6.725564424812996,19.35514777424254,11.182275727784095,15.268711751013317,19.317011655699456,6.674470725702122,0.0035569139290601015,0.0035569139290601015,0.0,0.05653917416930199,6.61437463760376,0.0,0.0,6.74026346206665,19.4763240814209,10.99094009399414,15.23363208770752,19.41891282304859
61,0.01,0.003,2.08607896343282,0.021508506891110786,0.021508506891110786,0.0,0.05027718101152861,6.8802254427135905,0.0,0.0,6.713131128792599,18.605896603000037,10.83763263692933,14.721764619964683,18.57136539005169,6.682696646079421,0.01663091592490673,0.01663091592490673,0.0,0.052151717245578766,6.6139140129089355,0.0,0.0,6.686864376068115,19.298635482788086,10.984818458557129,15.141726970672607,19.242385029308853
62,0.01,0.003,2.0867407689110724,0.0216821478363744,0.0216821478363744,0.0,0.04797436130852775,6.88192910408731,0.0,0.0,6.689718146636572,19.4592615733474,11.633604900795248,15.546433237071325,19.421471976885375,6.67629150301218,0.01346496120095253,0.01346496120095253,0.0,0.05075741186738014,6.612069129943848,0.0,0.0,6.694182395935059,18.260154724121094,11.907934188842773,15.084044456481934,18.217176236061025
63,0.01,0.003,2.079007822083792,0.01460831664919297,0.01460831664919297,0.0,0.04714934914211199,6.879759564719603,0.0,0.0,6.66116160109223,18.421034547312395,10.95893897315722,14.689986760234808,18.38739442713296,6.69226554222405,0.020776545628905296,0.020776545628905296,0.0,0.057298894971609116,6.614190101623535,0.0,0.0,6.667989253997803,19.88945960998535,10.745941162109375,15.317700386047363,19.827595479756148
