iter	Passed	Remaining
895	4375	507
896	4381	503
897	4385	498
898	4390	493
899	4395	488
900	4400	483
901	4405	478
902	4410	473
903	4415	468
904	4421	464
905	4427	459
906	4432	454
907	4437	449
908	4440	444
909	4445	439
910	4449	434
911	4454	429
912	4458	424
913	4462	419
914	4468	415
915	4472	410
916	4477	405
917	4481	400
918	4485	395
919	4489	390
920	4494	385
921	4498	380
922	4502	375
923	4507	370
924	4512	365
925	4518	361
926	4522	356
927	4526	351
928	4531	346
929	4534	341
930	4538	336
931	4543	331
932	4546	326
933	4551	321
934	4554	316
935	4559	311
936	4562	306
937	4566	301
938	4570	296
939	4575	292
940	4579	287
941	4583	282
942	4588	277
943	4593	272
944	4598	267
945	4602	262
946	4607	257
947	4611	252
948	4617	248
949	4621	243
950	4626	238
951	4630	233
952	4634	228
953	4639	223
954	4645	218
955	4650	214
956	4655	209
957	4660	204
958	4664	199
959	4668	194
960	4674	189
961	4678	184
962	4682	179
963	4688	175
964	4693	170
965	4697	165
966	4701	160
967	4706	155
968	4710	150
969	4715	145
970	4721	141
971	4726	136
972	4730	131
973	4734	126
974	4738	121
975	4743	116
976	4748	111
977	4752	106
978	4756	102
979	4760	97
980	4763	92
981	4767	87
982	4772	82
983	4776	77
984	4780	72
985	4784	67
986	4787	63
987	4791	58
988	4796	53
989	4800	48
990	4804	43
991	4809	38
992	4813	33
993	4817	29
994	4822	24
995	4826	19
996	4830	14
997	4834	9
998	4838	4
999	4842	0
